job_id,title,role_id,role_title,category,company,company_type,company_tier,location,location_tier,min_experience_years,max_experience_years,avg_experience_years,required_skills,preferred_skills,all_skills,salary_min_lpa,salary_max_lpa,salary_mid_lpa,description,posted_days_ago,applicants_count
JOB-1351,Junior Associate Database Administrator & Architect (DBA),database_administrator,Database Administrator & Architect (DBA),Engineering,Accenture Applied Intelligence,Global IT Consulting,Tier-2,Remote (India),Remote,1,3,2,"redis,mysql,postgresql,sql,linux,bash,mongodb,system_design,monitoring_observability","bigquery,aws","redis,mysql,postgresql,sql,linux,bigquery,bash,aws,mongodb,system_design,monitoring_observability",8.6,21.6,15.1,"We are hiring a talented Database Administrator & Architect (DBA) to join Accenture Applied Intelligence in Remote (India). Maintains database reliability, replication, query tuning, indexing optimization, and high availability clusters. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 2+ years of experience with Redis, Mysql, Postgresql, Sql, Linux, Bash, Mongodb, System Design, Monitoring Observability. Preferred / Good to have: Bigquery, Aws. Strong analytical mindset, problem-solving, and communication skills required.",17,356
JOB-1352,Junior Associate Computer Vision Engineer,cv_engineer,Computer Vision Engineer,Data Science,Mu Sigma,Analytics Consultancy,Tier-2,Remote (India),Remote,1,3,2,"cpp,linux,pytorch,tensorflow,computer_vision,deep_learning,git,python",aws,"cpp,linux,aws,tensorflow,pytorch,computer_vision,deep_learning,git,python",11.6,29.7,20.6,"We are hiring a talented Computer Vision Engineer to join Mu Sigma in Remote (India). Designs deep learning algorithms for video analysis, object detection, robotics, and image processing. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 2+ years of experience with Cpp, Linux, Pytorch, Tensorflow, Computer Vision, Deep Learning, Git, Python. Preferred / Good to have: Aws. Strong analytical mindset, problem-solving, and communication skills required.",19,187
JOB-1353,Mid-Level Specialist NLP / LLM Engineer,nlp_engineer,NLP / LLM Engineer,Data Science,Swiggy,High-Growth Unicorn,Tier-1,Remote (India),Remote,3,6,6,"machine_learning,llms,pytorch,aws,nlp,deep_learning,git,python","scikit_learn,rest_apis","machine_learning,scikit_learn,aws,llms,pytorch,rest_apis,nlp,deep_learning,git,python",24.8,68.0,46.4,"We are hiring a talented NLP / LLM Engineer to join Swiggy in Remote (India). Develops conversational AI systems, RAG pipelines, LLM fine-tuning, and semantic search architectures. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 6+ years of experience with Machine Learning, Llms, Pytorch, Aws, Nlp, Deep Learning, Git, Python. Preferred / Good to have: Scikit Learn, Rest Apis. Strong analytical mindset, problem-solving, and communication skills required.",15,358
JOB-1354,Mid-Level Specialist Enterprise Solutions Architect,solutions_architect,Enterprise Solutions Architect,Engineering & Strategy,TCS Innovation Labs,IT Services & Enterprise,Tier-2,"Bangalore, Karnataka",Tier-1,3,6,4,"communication,docker,leadership,aws,rest_apis,kubernetes,agile_scrum,ci_cd,python","problem_solving,security","problem_solving,communication,docker,security,leadership,aws,rest_apis,kubernetes,agile_scrum,ci_cd,python",20.6,62.3,41.5,"We are hiring a talented Enterprise Solutions Architect to join TCS Innovation Labs in Bangalore, Karnataka. Designs holistic end-to-end technical system blueprints, tech stacks, and cloud migration strategies for enterprises. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 4+ years of experience with Communication, Docker, Leadership, Aws, Rest Apis, Kubernetes, Agile Scrum, Ci Cd, Python. Preferred / Good to have: Problem Solving, Security. Strong analytical mindset, problem-solving, and communication skills required.",25,168
JOB-1355,Senior Engineer Frontend Engineer (React / Next.js),frontend_developer,Frontend Engineer (React / Next.js),Software Engineering,KPMG Tech Consulting,Consulting Tier-1,Tier-2,"Chennai, Tamil Nadu",Tier-2,6,10,6,"typescript,communication,javascript,angular,data_structures_algorithms,react,git","vue,node_js","vue,typescript,communication,javascript,node_js,angular,data_structures_algorithms,react,git",9.3,25.6,17.5,"We are hiring a talented Frontend Engineer (React / Next.js) to join KPMG Tech Consulting in Chennai, Tamil Nadu. Builds performant, accessible web applications, responsive user interfaces, and state-managed frontends. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 6+ years of experience with Typescript, Communication, Javascript, Angular, Data Structures Algorithms, React, Git. Preferred / Good to have: Vue, Node Js. Strong analytical mindset, problem-solving, and communication skills required.",26,173
JOB-1356,Principal Full Stack Developer,full_stack_developer,Full Stack Developer,Software Engineering,NVIDIA Bangalore,AI Tech Giant,Tier-1,"Kolkata, West Bengal",Tier-3,10,15,13,"javascript,node_js,docker,fastapi,rest_apis,react,git,python","aws,mongodb","javascript,docker,node_js,fastapi,aws,rest_apis,mongodb,react,git,python",18.5,62.7,40.6,"We are hiring a talented Full Stack Developer to join NVIDIA Bangalore in Kolkata, West Bengal. Builds end-to-end user interfaces, web applications, backend services, and database layers. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 13+ years of experience with Javascript, Node Js, Docker, Fastapi, Rest Apis, React, Git, Python. Preferred / Good to have: Aws, Mongodb. Strong analytical mindset, problem-solving, and communication skills required.",3,175
JOB-1357,Senior Engineer DevSecOps Engineer,devsecops_engineer,DevSecOps Engineer,Cloud & Infrastructure,Ola Electric,EV Tech Unicorn,Tier-1,"Hyderabad, Telangana",Tier-1,6,10,9,"linux,docker,terraform,aws,kubernetes,system_design,ci_cd,cybersecurity","gcp,bash,git","terraform,linux,docker,bash,aws,kubernetes,system_design,git,ci_cd,cybersecurity,gcp",30.5,83.0,56.8,"We are hiring a talented DevSecOps Engineer to join Ola Electric in Hyderabad, Telangana. Embeds automated security scanning, compliance gates, and secret management into continuous delivery pipelines. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 9+ years of experience with Linux, Docker, Terraform, Aws, Kubernetes, System Design, Ci Cd, Cybersecurity. Preferred / Good to have: Gcp, Bash, Git. Strong analytical mindset, problem-solving, and communication skills required.",30,283
JOB-1358,Junior NLP / LLM Engineer,nlp_engineer,NLP / LLM Engineer,Data Science,NVIDIA Bangalore,AI Tech Giant,Tier-1,"Hyderabad, Telangana",Tier-1,0,1,0,"machine_learning,docker,llms,pytorch,nlp,deep_learning,python",system_design,"machine_learning,docker,system_design,llms,pytorch,nlp,deep_learning,python",12.3,33.0,22.6,"We are hiring a talented NLP / LLM Engineer to join NVIDIA Bangalore in Hyderabad, Telangana. Develops conversational AI systems, RAG pipelines, LLM fine-tuning, and semantic search architectures. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 0+ years of experience with Machine Learning, Docker, Llms, Pytorch, Nlp, Deep Learning, Python. Preferred / Good to have: System Design. Strong analytical mindset, problem-solving, and communication skills required.",14,145
JOB-1359,Junior Associate Cybersecurity & Security Operations Engineer,cybersecurity_engineer,Cybersecurity & Security Operations Engineer,Cloud & Infrastructure,Flipkart,High-Growth Unicorn,Tier-1,"Ahmedabad, Gujarat",Tier-3,1,3,3,"linux,siem,bash,git,penetration_testing,ci_cd,cybersecurity,python",problem_solving,"problem_solving,linux,siem,bash,git,penetration_testing,ci_cd,cybersecurity,python",10.6,31.6,21.1,"We are hiring a talented Cybersecurity & Security Operations Engineer to join Flipkart in Ahmedabad, Gujarat. Protects digital assets, performs penetration testing, analyzes threat telemetry, and mitigates security vulnerabilities. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 3+ years of experience with Linux, Siem, Bash, Git, Penetration Testing, Ci Cd, Cybersecurity, Python. Preferred / Good to have: Problem Solving. Strong analytical mindset, problem-solving, and communication skills required.",29,325
JOB-1360,Junior Associate Data Scientist,data_scientist,Data Scientist,Data Science,Flipkart,High-Growth Unicorn,Tier-1,"Mumbai, Maharashtra",Tier-1,1,3,2,"machine_learning,sql,scikit_learn,pandas,numpy,feature_engineering,statistics,deep_learning,python","tableau,mlops","machine_learning,sql,scikit_learn,pandas,numpy,feature_engineering,tableau,statistics,deep_learning,mlops,python",13.1,32.0,22.6,"We are hiring a talented Data Scientist to join Flipkart in Mumbai, Maharashtra. Builds predictive statistical and machine learning models to solve high-impact business problems. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 2+ years of experience with Machine Learning, Sql, Scikit Learn, Pandas, Numpy, Feature Engineering, Statistics, Deep Learning, Python. Preferred / Good to have: Tableau, Mlops. Strong analytical mindset, problem-solving, and communication skills required.",10,122
JOB-1361,Senior Engineer Analytics Engineer,analytics_engineer,Analytics Engineer,Analytics & Engineering,IBM India Research,Enterprise Tech,Tier-2,"Chennai, Tamil Nadu",Tier-2,6,10,9,"looker,snowflake,sql,bigquery,data_structures_algorithms,git,business_intelligence,python,etl_pipelines,dbt","apache_airflow,power_bi","looker,snowflake,sql,bigquery,apache_airflow,power_bi,data_structures_algorithms,git,business_intelligence,python,etl_pipelines,dbt",16.8,45.6,31.2,"We are hiring a talented Analytics Engineer to join IBM India Research in Chennai, Tamil Nadu. Bridges the gap between data analytics and data engineering using dbt, SQL modeling, and modern data stack warehouses. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 9+ years of experience with Looker, Snowflake, Sql, Bigquery, Data Structures Algorithms, Git, Business Intelligence, Python, Etl Pipelines, Dbt. Preferred / Good to have: Apache Airflow, Power Bi. Strong analytical mindset, problem-solving, and communication skills required.",27,295
JOB-1362,Mid-Level Specialist Big Data Solutions Architect,big_data_architect,Big Data Solutions Architect,Engineering,Ola Cabs,High-Growth Unicorn,Tier-1,"Ahmedabad, Gujarat",Tier-3,3,6,3,"sql,apache_spark,aws,apache_kafka,scala,system_design,python","terraform,gcp","sql,terraform,apache_spark,python,aws,apache_kafka,system_design,scala,gcp",16.0,45.1,30.6,"We are hiring a talented Big Data Solutions Architect to join Ola Cabs in Ahmedabad, Gujarat. Architects petabyte-scale distributed data streaming, lakehouse architectures, and real-time event infrastructure. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 3+ years of experience with Sql, Apache Spark, Aws, Apache Kafka, Scala, System Design, Python. Preferred / Good to have: Terraform, Gcp. Strong analytical mindset, problem-solving, and communication skills required.",25,347
JOB-1363,Mid-Level Specialist Enterprise Solutions Architect,solutions_architect,Enterprise Solutions Architect,Engineering & Strategy,Tiger Analytics,Analytics Consultancy,Tier-2,Remote (India),Remote,3,6,5,"communication,docker,leadership,aws,rest_apis,kubernetes,system_design,python","azure,security","communication,docker,security,leadership,aws,rest_apis,kubernetes,system_design,azure,python",26.8,74.9,50.9,"We are hiring a talented Enterprise Solutions Architect to join Tiger Analytics in Remote (India). Designs holistic end-to-end technical system blueprints, tech stacks, and cloud migration strategies for enterprises. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 5+ years of experience with Communication, Docker, Leadership, Aws, Rest Apis, Kubernetes, System Design, Python. Preferred / Good to have: Azure, Security. Strong analytical mindset, problem-solving, and communication skills required.",27,307
JOB-1364,Senior Engineer MLOps Engineer,mlops_engineer,MLOps Engineer,Engineering & DevOps,Microsoft IDC,Tech Giant,Tier-1,"Bangalore, Karnataka",Tier-1,6,10,10,"linux,fastapi,aws,kubernetes,mlops,ci_cd,python","rest_apis,machine_learning,apache_spark","machine_learning,linux,apache_spark,fastapi,aws,kubernetes,rest_apis,mlops,ci_cd,python",35.6,94.7,65.2,"We are hiring a talented MLOps Engineer to join Microsoft IDC in Bangalore, Karnataka. Automates machine learning model lifecycles, CI/CD orchestration, registry, and drift monitoring. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 10+ years of experience with Linux, Fastapi, Aws, Kubernetes, Mlops, Ci Cd, Python. Preferred / Good to have: Rest Apis, Machine Learning, Apache Spark. Strong analytical mindset, problem-solving, and communication skills required.",19,75
JOB-1365,Mid-Level Specialist Data Analyst,data_analyst,Data Analyst,Analytics,Atlassian India,Product Tech,Tier-1,"Noida, Uttar Pradesh",Tier-2,3,6,6,"communication,sql,excel,tableau,statistics,agile_scrum,business_intelligence,python",etl_pipelines,"communication,sql,excel,tableau,statistics,agile_scrum,business_intelligence,python,etl_pipelines",10.1,21.0,15.6,"We are hiring a talented Data Analyst to join Atlassian India in Noida, Uttar Pradesh. Analyzes complex datasets to deliver actionable business insights, dashboards, and KPI metrics. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 6+ years of experience with Communication, Sql, Excel, Tableau, Statistics, Agile Scrum, Business Intelligence, Python. Preferred / Good to have: Etl Pipelines. Strong analytical mindset, problem-solving, and communication skills required.",27,159
